Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Sprint Distance (m),Energy (kcal),Impacts,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Player Load,Work Ratio,Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
42993,TNS (H) 15/9/17,05 E.Lewis,all, game, 42993.789310185,42993.901584491,"9569","12.9096","60","637.572","1963.0109","5","7.4956","80.9462","6.2725","1028.9448","35.459","4.5259","5.2787","2.4673","0.4808","0.1568","6745.3","2215","631.4","86","22.8","445","5","0","0","0","0","43","14","2","1","5.0086","1.1543","0.2985","0.1053","0.0258","3456.1","522.1","110.3","32.5","8.1","4.9884","1.0503","0.2193","0.0499","0.0092","4904.2","532.8","108.6","22.1","3.7","2.5398","3.9457","3.0783","1.677","0.7578","0.3909","0.1722","0.1086","0.0749","0.0416","0.1227","5309.4","2364.3","1123.7","490.4","197.9","95","39.2","25.3","17","9.6","28.7","0","0","0","0","0","0","429","200","58","12","0","379","205","69","30",
42993,TNS (H) 15/9/17,03 K.McCarthy,all, game, 42993.794564815,42993.906616898,"9124","12.1982","72","973.926","1514.1865","17","7.9823","80.2159","6.233","742.5885","32.8844","4.1807","4.7099","2.3336","0.8063","0.1676","6941.3","1983.4","588.7","144.1","23.7","1031","17","0","0","0","0","47","15","6","4","4.514","1.2365","0.4197","0.146","0.0506","3238.9","538.2","155.7","47","14.7","4.2769","1.0873","0.3547","0.0913","0.0212","4925","538","167.1","45.1","11.5","2.3522","3.5442","2.5887","1.5211","0.8635","0.5087","0.2735","0.1675","0.1162","0.0751","0.1875","5606.5","2136.6","950.3","448.2","219.9","119.2","65.7","40.3","27","19.3","48.2","0","0","0","0","0","0","344","254","103","39","0","328","248","102","48",
42993,TNS (H) 15/9/17,07 E.Evans,all, game, 42993.789954861,42993.901837963,"9514","13.0687","109","1349.797","1726.7242","1","7.7045","82.4177","6.652","715.9072","33.8926","4.4169","4.7571","2.5449","1.0678","0.282","6777.5","2022.6","636.2","190.1","40.3","433","1","0","0","0","0","70","31","7","1","5.0095","1.2038","0.4","0.1472","0.0538","3506.8","490.4","136.4","44.8","15.2","4.6547","1.1103","0.3769","0.0975","0.0149","4748","517.7","157.2","42.7","7.5","2.5863","3.7318","2.5487","1.5612","0.9864","0.6113","0.3387","0.2132","0.1659","0.1072","0.2181","5435.3","2232.6","946","445.4","234.3","133","75.3","49.6","37.4","24.6","53.2","0","0","0","0","0","0","357","212","96","32","0","320","193","80","47",
42993,TNS (H) 15/9/17,09 A.Roscrow,all, game, 42993.790321759,42993.901987269,"8402","9.7399","51","868.757","1308.5542","8","9.3045","69.5538","4.7292","569.747","22.9718","4.1279","3.3616","1.3816","0.5376","0.3312","7743.6","1417.8","345.9","95.1","45.5","416","7","1","0","0","0","23","21","4","3","3.8736","0.7625","0.2517","0.0577","0.0324","3141.6","319.1","78.3","15.6","8","3.7995","0.7413","0.1871","0.0281","0.006","5651.7","337.3","80.1","13.3","2.9","2.5959","2.8389","1.8183","0.9336","0.496","0.3651","0.2324","0.1337","0.0814","0.0669","0.1776","6629.4","1726.7","680.8","273.8","122.3","79.1","46.7","26.2","16.2","13","33.7","0","0","0","0","0","0","241","129","32","11","0","207","133","28","18",
42993,TNS (H) 15/9/17,10 C.Corsby,all, game, 42993.794140046,42993.905855324,"9151","12.7068","78","715.704","1728.9196","8","7.6378","83.314","6.2461","1076.4794","35.424","4.0456","5.1192","2.8263","0.641","0.0747","6684.3","2132.3","709","115.9","10.7","1271","8","0","0","0","0","50","24","4","0","4.8264","1.1645","0.3174","0.0815","0.0528","3299.9","491.3","111","26.7","15.2","4.8696","1.1163","0.2373","0.037","0.004","5058.5","518.5","109.8","18.9","2.4","2.1946","3.6501","3.0286","1.8693","0.9426","0.4193","0.2272","0.1253","0.0925","0.0648","0.0923","5354.4","2183.5","1103.6","529.6","235.3","100.5","56.5","31.2","21.7","14.4","21.5","0","0","0","0","0","0","419","202","61","11","0","369","209","63","39",
42993,TNS (H) 15/9/17,01 W.Fuller,all, game, 42993.788915509,42993.906528935,"9605","6.2061","2","18.195","817.3176","17","6.3978","38.7677","2.6455","517.9272","7.7093","4.7391","1.2598","0.189","0.0182","0","9546.3","561","51.3","3.1","0","118","17","0","0","0","0","2","0","0","0","2.7963","0.3754","0.0862","0.0216","0.0059","3872.4","275.7","45.6","8.7","2.3","2.5606","0.2789","0.0651","0.0139","0.0022","5627.1","266.4","51.4","10.5","1.6","3.7449","1.5543","0.6054","0.1628","0.0672","0.0352","0.0171","0.0093","0.0032","0.0013","0.0055","8798.8","1006.1","247.4","60.2","24.8","11.5","6.4","3.2","0.9","0.4","2","0","0","0","0","0","0","159","72","31","5","0","137","96","22","11",
42993,TNS (H) 15/9/17,04 B.Woolridge,all, game, 42993.821556713,42993.906283565,"6782","10.5192","58","507.209","1275.3315","6","7.7467","93.0624","6.9428","633.1991","38.4569","3.2895","4.3105","2.4119","0.4232","0.084","4861.1","1750.7","620.3","76.5","11.8","827","6","0","0","0","0","39","18","1","0","4.0325","0.9422","0.3124","0.0943","0.035","2462.4","410.2","116.8","32.2","10.8","3.902","0.9095","0.2147","0.0587","0.0178","3718.5","430","101.8","28.5","9.2","1.7568","2.8399","2.8313","1.5735","0.6977","0.3079","0.1768","0.0928","0.0685","0.0571","0.1169","3749.9","1717.2","1004.6","458.7","184","79.4","42.5","23.6","16.6","13.8","30.1","0","0","0","0","0","0","291","215","66","36","0","257","196","80","43",
42993,TNS (H) 15/9/17,14 J.Edwards,all, game, 42993.794912037,42993.909869213,"7396","9.0125","44","537.975","1074.8865","4","8.5267","73.114","4.3125","608.1778","24.2182","3.148","3.5855","1.741","0.383","0.155","7878.8","1522.7","439.8","69.1","21.8","405","4","0","0","0","0","23","15","6","0","3.4901","0.8899","0.2093","0.0516","0.0252","2504.6","399","81.1","16.8","7.1","3.3767","0.7417","0.1804","0.0434","0.0042","6422.8","386.7","89.9","21.9","2.3","1.7316","2.8272","1.9921","1.129","0.5756","0.31","0.1636","0.098","0.0646","0.0416","0.0793","6854.9","1688.2","738","325.2","149.2","73.6","37.6","22.8","14.9","9.4","18.4","0","0","0","0","0","0","286","156","54","14","0","288","166","35","22",
42993,TNS (H) 15/9/17,08 C.Baker,all, game, 42993.79377662,42993.907391204,"9259","13.6085","84","946.616","1996.6141","11","8.249","88.1856","6.675","792.8547","37.7417","3.8225","5.4567","3.3826","0.7965","0.1501","6541","2253.7","855.9","144.3","21.3","701","11","0","0","0","0","54","15","9","6","5.261","1.2667","0.3374","0.1153","0.058","3321","527.6","119.4","35.6","15.6","4.9669","1.2563","0.279","0.0565","0.0114","5053","583.8","128","26.5","5.7","2.0771","3.619","3.3614","2.1926","1.0565","0.5329","0.2675","0.1681","0.1211","0.0724","0.14","5279.6","2142.6","1203","621.2","265.1","124.5","63","40.2","27.7","16.3","33","0","0","0","0","0","0","438","251","69","18","0","396","222","66","48",
42993,TNS (H) 15/9/17,16 J.Barnett,all, game, 42993.789958333,42993.906047454,"9513","3.9788","0","0","485.1589","2","4.3645","25.0947","1.6866","627.8181","5.8375","2.8443","1.0269","0.1076","0","0","9552.2","448.6","29.2","0","0","153","2","0","0","0","0","0","0","0","0","1.8875","0.2147","0.0295","0.0079","0.0012","3980","146.8","15.1","3.3","0.4","1.6314","0.1655","0.0382","0.0028","0","5700.2","152.7","29.2","2.3","0","2.2638","1.0585","0.4805","0.1203","0.0326","0.0152","0.0036","0.0023","0.0009","0.001","0","9118.4","656.2","189.8","44","13.2","5.4","1.5","0.8","0.3","0.4","0","0","0","0","0","0","0","105","62","6","0","0","109","35","9","2",
