Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Sprint Distance (m),Energy (kcal),Impacts,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Player Load,Work Ratio,Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
43204,Cefn Druids (A) 14/04/18,02 D.Rees,all, game, 43204.603359954,43204.684716435,"7029","9.9217","61","707.439","1194.6392","7","8.7423","84.6921","6.6776","498.0898","34.1575","3.6356","3.3533","2.2253","0.5114","0.1961","4980.1","1367.7","562.8","91.7","26.9","243","7","0","0","0","0","38","16","7","0","3.9938","0.7682","0.2295","0.0875","0.0357","2744.3","307.8","76.5","25.3","10.4","3.7422","0.8053","0.2088","0.0472","0.0036","3410.4","337.7","93.3","21.8","1.7","2.0978","2.6315","2.1513","1.3593","0.6831","0.3883","0.2094","0.1421","0.0901","0.0513","0.1177","3881.8","1597.4","767.6","383.5","173.7","90.7","47.8","31.1","19","11.7","24.9","0","0","0","0","0","0","227","138","63","8","0","226","131","48","32",
43204,Cefn Druids (A) 14/04/18,03 K.McCarthy,all, game, 43204.578849537,43204.693332176,"9891","10.1171","60","638.549","1210.3485","9","7.8267","61.3713","4.8763","613.3534","24.1404","4.38","3.3612","1.7373","0.5168","0.1217","7910.2","1429.4","442.1","92","17.6","494","9","0","0","0","0","39","20","1","0","4.0347","0.8678","0.2772","0.1037","0.0266","3513","392.6","98.1","33.8","8.3","3.6497","0.8668","0.2257","0.0559","0.0091","5257.2","449.2","108.2","26.3","4.6","2.6779","2.9734","1.8716","1.1017","0.5848","0.3674","0.1897","0.119","0.0756","0.0524","0.1034","6677.3","1836.7","685.8","323.5","152.1","85.3","45.5","28.9","18.8","11.9","25.5","0","0","0","0","0","0","287","161","63","20","0","251","150","65","29",
43204,Cefn Druids (A) 14/04/18,08 C.Baker,all, game, 43204.577458333,43204.695804398,"10225","12.8218","77","1130.629","1853.6824","11","8.369","75.2379","5.9578","744.9989","33.3232","4.1603","4.6061","2.9248","0.8063","0.3243","7335.8","1958.5","741.5","144.4","44.8","522","11","0","0","0","0","45","18","12","2","4.9851","1.1091","0.3217","0.0954","0.0355","3498.4","445.5","107.2","28.6","9.5","4.9161","1.0336","0.266","0.0535","0.0059","5537","454.6","116","24.8","3.4","2.1539","3.8403","2.6655","1.7939","0.9623","0.5143","0.3295","0.1804","0.1168","0.0763","0.1886","5910.1","2329.3","938.1","504.8","237.3","118","67.1","39.1","25.1","16.5","39.6","0","0","0","0","0","0","306","186","78","14","0","298","168","63","30",
43204,Cefn Druids (A) 14/04/18,05 E.Lewis,all, game, 43204.582261574,43204.645446759,"4387","5.2704","22","308.951","789.1163","4","7.6667","72.0827","4.4951","417.537","22.4451","2.23","1.7722","0.9593","0.205","0.104","4420.9","739.2","247.9","36.4","14.7","161","4","0","0","0","0","16","5","0","1","2.133","0.401","0.1236","0.0354","0.0119","1708.3","175.8","42.9","10.4","3.1","2.0582","0.396","0.097","0.0126","0.0016","3279.3","188.3","43.9","6.1","1","1.4086","1.4116","1.1378","0.6081","0.271","0.1841","0.1012","0.0481","0.0265","0.0215","0.052","3830.5","870.3","412.7","178.7","70.5","42.5","21.1","11.1","6.1","4.6","11","0","0","0","0","0","0","137","73","19","5","0","123","61","22","10",
43204,Cefn Druids (A) 14/04/18,18 W.Evans,all, game, 43204.576694444,43204.687788194,"9599","11.5445","51","784.772","1645.6668","13","8.4178","72.1603","5.5658","626.2337","29.0327","4.9541","3.8776","1.928","0.5364","0.2484","7343.7","1633.6","490","96.7","34.5","491","13","0","0","0","0","29","11","7","4","4.7077","0.7957","0.2495","0.0842","0.032","3539.1","347.1","89.1","27.1","9","4.6788","0.7539","0.197","0.0382","0.0076","5115.5","363.2","85.7","18.5","4.2","2.7239","3.6589","2.3138","1.241","0.6397","0.3594","0.2185","0.1284","0.084","0.0596","0.1171","5753","2282.2","836.5","356.5","159.5","81.7","44.3","28","18.6","12.3","25.9","0","0","0","0","0","0","276","148","36","19","0","247","143","45","32",
43204,Cefn Druids (A) 14/04/18,10 C.Corsby,all, game, 43204.604471065,43204.694313657,"7762","9.4009","44","423.982","1241.5317","3","8.0423","72.6686","5.577","775.6497","31.3073","3.5019","3.7539","1.7211","0.3665","0.0575","5679.4","1570.4","438.1","66.4","8.1","695","3","0","0","0","0","32","10","1","1","3.8394","0.7414","0.1661","0.0438","0.0265","2736.1","302.6","62","15.2","7.3","3.7647","0.6692","0.1173","0.0315","0.001","4252.6","316.9","55.1","14","0.6","2.0276","2.8616","2.2074","1.1638","0.5329","0.2798","0.1361","0.0677","0.0467","0.0343","0.043","4623.2","1721.4","800.1","337.5","135.7","66.5","32.1","16.6","11.1","7.9","10.3","0","0","0","0","0","0","281","117","39","5","0","291","117","34","21",
43204,Cefn Druids (A) 14/04/18,07 E.Evans,all, game, 43204.576417824,43204.692611111,"7787","8.5775","56","714.975","1105.6322","3","7.8045","66.0909","4.0961","517.843","19.9452","3.2387","2.7974","1.8264","0.5486","0.1664","8285.8","1169.7","462.2","97.6","23.7","296","3","0","0","0","0","42","8","5","1","3.4452","0.7822","0.2007","0.0719","0.0128","2640","318.1","70.1","22.1","3.9","3.1177","0.6963","0.1966","0.0452","0.0088","6540.1","334.6","85","20.5","4.6","2.0628","2.1864","1.7129","1.1409","0.5574","0.3406","0.2145","0.1049","0.083","0.0548","0.1193","7423.8","1334.4","615.3","322.3","137.5","75.6","47.2","23.6","18.7","12.5","28.1","0","0","0","0","0","0","233","116","50","12","0","219","106","46","13",
43204,Cefn Druids (A) 14/04/18,15 R.Thomas,all, game, 43204.579844907,43204.895482639,"8377","2.9661","2","12.534","313.2136","1","5.3378","21.2445","0.4592","704.9199","1.3751","2.2172","0.5923","0.1441","0.0125","0","26972.8","259","36.9","2.4","0","76","1","0","0","0","0","2","0","0","0","1.4234","0.1516","0.0183","0.0029","0","2335.1","93.8","10","0.9","0","1.2295","0.1195","0.0197","0.0012","0.0001","24720.9","95.7","13.6","1","0.1","1.7729","0.7049","0.303","0.1091","0.0411","0.014","0.0107","0.0031","0.004","0.0012","0.002","26643.6","449","122.4","33.6","12.3","4.3","3.1","1","1","0.3","0.5","0","0","0","0","0","0","57","20","4","0","0","50","22","3","0",
43204,Cefn Druids (A) 14/04/18,14 J.Edwards,all, game, 43204.574387731,43204.695399306,"10455","11.6147","72","932.867","1387.7938","7","8.3067","66.6555","5.2912","624.7962","27.2319","4.5767","4.0541","2.051","0.7035","0.2294","8063.5","1717.2","516.3","126.2","32.2","442","7","0","0","0","0","49","13","7","3","4.6225","1.0225","0.2836","0.1025","0.0331","3617.4","450.5","102.5","31.7","8.6","4.2678","0.9699","0.244","0.0572","0.0118","5615","484","116.8","23.6","5.3","2.7022","3.4165","2.2563","1.3201","0.7793","0.4523","0.2543","0.1345","0.091","0.0534","0.1549","6715.3","2078","830.6","383.9","193","102.1","57.2","29.7","20.4","11.9","33.3","0","0","0","0","0","0","325","204","50","23","0","283","156","75","30",
43204,Cefn Druids (A) 14/04/18,11 J.Lam,all, game, 43204.580513889,43204.70097338,"10408","11.8025","52","714.872","1537.7964","10","9.1467","68.0389","5.2215","658.8366","27.9786","4.8128","4.0965","2.1783","0.5153","0.1996","8007.6","1729.6","551.1","91.6","27.7","244","11","1","0","0","0","30","15","6","1","5.0243","0.8184","0.1875","0.0551","0.036","3528.8","334.6","65.1","17.2","10","4.6594","0.7859","0.1879","0.0405","0.0076","5991.7","357","81.2","18.1","3.9","2.6867","3.7617","2.36","1.4143","0.6197","0.3987","0.1893","0.1232","0.0706","0.0553","0.1229","6492.9","2304","845.2","397.5","154.3","90.8","41.3","26.1","16.2","12.2","27.1","0","0","0","0","0","0","271","135","40","17","0","268","105","36","26",
