Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Sprint Distance (m),Energy (kcal),Impacts,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Player Load,Work Ratio,Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
42976,Goytre (A) 29/8/17,10 C.Corsby,all, game, 42976.782412037,42976.887752315,"8983","12.3797","59","692.856","1644.5006","18","8.4356","82.6872","6.3002","979.0367","34.5643","4.7167","4.5671","2.403","0.5053","0.1875","6447.8","1926.4","610.2","91.1","25.8","871","18","0","0","0","0","32","19","7","1","5.0461","0.9644","0.2543","0.079","0.0232","3805.7","414.9","91.6","23.9","6.7","4.867","0.9234","0.1831","0.0336","0.0055","4200.3","456.1","84","15.1","3","2.7071","3.7529","2.661","1.6182","0.7504","0.343","0.1933","0.1223","0.063","0.044","0.1246","5007.4","2280.6","964.5","460.2","189.4","83.3","42.2","25.9","12.9","8.8","26.1","0","0","0","0","0","0","410","163","38","12","0","353","165","47","30",
42976,Goytre (A) 29/8/17,06 B.Bowler,all, game, 42976.78259375,42976.891554398,"8968","12.2412","55","568.169","1651.3757","13","7.4045","81.899","6.0425","733.7778","31.0149","5.0902","4.2191","2.3637","0.475","0.0932","6943.8","1769.1","601.5","86.3","13.5","454","13","1","0","0","0","39","10","3","3","4.9532","0.9759","0.2885","0.0668","0.0226","3775.6","435.4","108.3","22.5","6.7","4.7588","0.9314","0.1925","0.0443","0.0071","4483.3","466.9","90.4","21.8","3.3","3.1133","3.523","2.4922","1.5472","0.7353","0.3627","0.2044","0.1123","0.0457","0.0372","0.0678","5517","2159.3","901.3","445.6","187.8","88.2","48.4","27.4","12.6","9.3","17.3","0","0","0","0","0","0","356","165","49","13","0","302","188","56","20",
42976,Goytre (A) 29/8/17,18 W.Evans,all, game, 42976.783009259,42976.8876875,"8932","12.5856","59","674.025","1811.3687","11","8.2223","84.5427","6.4963","662.4541","37.0569","4.7623","4.7025","2.4468","0.5386","0.1354","6311.8","1995.8","620.6","97.1","18.9","599","11","0","0","0","0","36","18","3","2","5.1005","0.9571","0.2448","0.0866","0.052","3533.5","436.6","91.7","27.8","13.6","4.9899","0.8739","0.2162","0.0524","0.0122","4357","451.8","99.9","25.7","6.6","2.4127","4.224","2.7025","1.5907","0.7224","0.3554","0.2052","0.1226","0.0783","0.0572","0.1147","4641.3","2580.5","970","451.3","183.3","83.1","47","27.4","17.2","13.6","29.5","0","0","0","0","0","0","351","176","54","23","0","341","150","54","42",
42976,Goytre (A) 29/8/17,12 D.Spencer,all, game, 42976.780861111,42976.891884259,"9117","11.5405","71","793.567","1624.2424","8","8.4623","75.9495","5.7818","649.7802","27.5075","4.8849","3.5874","2.2747","0.5429","0.2506","7369.4","1522.1","567.3","98.6","34.9","341","9","0","0","0","0","44","21","5","1","4.6656","1.052","0.2837","0.0841","0.0399","3851","464.4","102.6","26.8","10.5","4.1118","0.9566","0.2616","0.0685","0.0167","4498.6","472.4","125.1","32.7","8.2","3.0748","3.0496","2.0889","1.4461","0.7821","0.3782","0.2469","0.1457","0.0982","0.0744","0.1556","6055","1913.5","760","409.3","196.3","92.2","55.8","34.5","23","16","36.7","0","0","0","0","0","0","270","193","73","31","0","299","161","63","34",
42976,Goytre (A) 29/8/17,10 C.Corsby,game, game, 42976.811862431,42976.88653691,"5703","10.2534","58","688.78","1374.2787","18","8.4356","107.8734","8.3828","717.0662","48.5611","3.4041","3.9957","2.2826","0.5013","0.1875","4087.9","1669.4","578.4","90.3","25.8","811","18","0","0","0","0","31","19","7","1","4.1691","0.8049","0.2185","0.0704","0.0205","2646.4","317","73.5","20.3","5.7","4.1078","0.7909","0.1549","0.0286","0.0055","2962.2","346.8","64.8","12.1","3","1.7775","3.0998","2.4016","1.5231","0.7154","0.3264","0.1863","0.1146","0.0611","0.0436","0.1218","2932.8","1865.9","860.3","428.6","177.5","77","39.8","23.6","12.3","8.7","25.3","0","0","0","0","0","0","321","128","28","12","0","275","133","38","25",
42976,Goytre (A) 29/8/17,06 B.Bowler,game, game, 42976.811862431,42976.88653691,"5703","9.6754","52","546.502","1324.6253","12","7.4045","101.7932","7.9802","530.5371","42.9794","3.7849","3.5543","2.1906","0.4533","0.0932","4326","1473.2","556.7","82.3","13.5","403","12","1","0","0","0","36","10","3","3","3.9903","0.8248","0.2557","0.0636","0.0214","2672.8","345.1","90.9","21.2","6.4","3.9159","0.7939","0.1659","0.038","0.0069","2852.1","367.1","75.2","17.7","3.2","2.1932","2.7896","2.2185","1.4148","0.6902","0.3377","0.189","0.102","0.04","0.0341","0.0671","3184.4","1710.5","792.8","404.6","174.2","80.7","44.1","24.4","10.7","8.3","17","0","0","0","0","0","0","283","134","39","12","0","237","145","53","19",
42976,Goytre (A) 29/8/17,18 W.Evans,game, game, 42976.811862431,42976.88653691,"5703","10.3146","58","666.228","1495.6826","10","8.2223","108.5179","8.4868","513.2204","50.8362","3.4434","4.0689","2.3019","0.5308","0.1354","4039.7","1714.7","582.9","95.6","18.9","532","10","0","0","0","0","35","18","3","2","4.1977","0.79","0.2028","0.0768","0.0503","2543.3","332","72.2","24","13","4.1761","0.7528","0.1822","0.0432","0.0085","3017.4","347.9","77.1","20.2","4.7","1.5678","3.4508","2.4167","1.4751","0.6834","0.3387","0.193","0.1175","0.0757","0.0547","0.1071","2715.4","2095.4","854.9","414.6","170.1","77.5","42.8","25.5","16.2","12.6","26.8","0","0","0","0","0","0","269","137","42","16","0","270","108","44","38",
42976,Goytre (A) 29/8/17,12 D.Spencer,game, game, 42976.811862431,42976.88653691,"5703","8.6235","64","769.054","1228.4117","7","8.4623","90.726","7.3101","458.8572","35.1044","3.5393","2.5978","2.0115","0.5184","0.2506","4740.3","1081.9","500.7","94","34.9","296","8","0","0","0","0","37","21","5","1","3.5875","0.8122","0.2325","0.066","0.0321","2739.9","336.3","80.9","19.7","8.2","3.1395","0.7782","0.2072","0.0503","0.0119","2792.5","352.2","93.2","23.3","5.6","2.1916","2.2187","1.5612","1.2435","0.7003","0.3538","0.229","0.1255","0.0876","0.0659","0.1406","3766.1","1381","560.7","345.7","172.1","83.7","50.3","28","19.3","13.4","31.5","0","0","0","0","0","0","196","142","54","21","0","222","119","45","27",
42976,Goytre (A) 29/8/17,10 C.Corsby,1st.half, game, 42976.811862431,42976.844058252,"2782","5.1072","29","321.462","684.3827","10","8.2045","110.148","8.5782","361.0649","50.1168","1.6377","2.0657","1.0823","0.2295","0.0919","1587.6","864.9","275.2","41.2","12.8","421","10","0","0","0","0","18","8","3","0","2.0613","0.3903","0.1095","0.0397","0.0104","1187.2","152.9","38","10.8","2.6","1.9966","0.4012","0.082","0.0138","0.0024","1175.8","175.3","32.8","5.1","1.2","0.8123","1.6115","1.2143","0.7292","0.3249","0.1531","0.0856","0.0593","0.0282","0.0225","0.0664","1000.5","965.8","435.5","207.6","81.5","36.8","18.7","11.8","5.5","4.5","13.5","0","0","0","0","0","0","162","62","14","7","0","137","62","23","10",
42976,Goytre (A) 29/8/17,06 B.Bowler,1st.half, game, 42976.811862431,42976.844058252,"2782","4.8478","24","208.359","666.4904","5","7.4045","104.5533","8.2509","273.4387","44.2911","1.7196","1.7978","1.122","0.1747","0.0337","1725","731.6","288.1","32.1","4.8","211","4","1","0","0","0","20","4","0","0","1.9198","0.3917","0.1369","0.035","0.0123","1152.3","166.5","49","11","3.5","1.848","0.3836","0.0946","0.022","0.0038","1169.7","177.3","41.7","9.2","1.4","0.9517","1.306","1.2162","0.7261","0.3175","0.1322","0.0723","0.0453","0.0175","0.0191","0.0439","1173.2","804.7","429.3","208.4","82.1","34.6","17.4","11.9","4.9","4.7","10.4","0","0","0","0","0","0","145","72","23","5","0","117","77","26","10",
