Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Sprint Distance (m),Energy (kcal),Impacts,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Player Load,Work Ratio,Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
42936,Training 20/7/17 (Thurs),05 E.Lewis,all, training, 42936.700232639,42936.830497685,"11255","6.6213","21","166.213","962.1155","6","6.9556","35.2979","2.6532","499.522","10.3271","3.9325","1.8919","0.6307","0.152","0.0142","10265.4","799.8","160.4","27.2","2.1","218","6","0","0","0","0","18","3","0","0","2.9029","0.4795","0.1169","0.0341","0.0159","4911.8","272.3","48","10.9","5","2.537","0.4061","0.1003","0.0237","0.005","5654.1","281.6","56.6","12.2","2.4","3.1247","1.5418","0.9906","0.4563","0.2224","0.1106","0.0687","0.0348","0.0252","0.0148","0.0314","9667.6","934.8","376.2","140.2","60.6","28.3","18.5","9.2","7","3.8","8.7","0","0","0","0","0","0","152","102","29","10","0","149","84","27","16",
42936,Training 20/7/17 (Thurs),18 W.Evans,all, training, 42936.700025463,42937.013512731,"11546","6.3519","25","4.868","888.7984","4","6.0267","33.0082","1.0671","579.5898","4.1122","3.5722","1.7362","1.0386","0.0049","0","26106.5","728.2","249.7","0.8","0","358","4","0","0","0","0","21","4","0","0","2.8199","0.4541","0.1097","0.0343","0.0138","5301.7","252.3","41.9","11","4.8","2.3991","0.3849","0.1062","0.0244","0.0054","21143.4","254.9","57.8","14.4","3","2.8933","1.3309","0.9788","0.5403","0.2887","0.1099","0.0925","0.051","0.0311","0.0126","0.0227","25592.7","814.6","360.1","155.1","74.7","29.7","24.7","13.6","9.1","3.5","7.4","0","0","0","0","0","0","118","90","30","14","0","146","71","24","14",
42936,Training 20/7/17 (Thurs),06 B.Bowler,all, training, 42936.700236111,42936.830221065,"11231","5.6419","9","3.631","713.9235","0","6.0267","30.1411","2.1962","479.4908","8.5339","3.468","1.6817","0.4886","0.0036","0","10389.4","718.3","122.2","0.6","0","101","0","0","0","0","0","8","1","0","0","2.6103","0.3415","0.0722","0.0143","0.0033","5082.4","195.3","31.3","5.4","0.9","2.2382","0.2854","0.0668","0.0077","0.0023","5665","206.9","37.4","4.7","1.2","2.9183","1.2468","0.883","0.3139","0.1412","0.0614","0.0306","0.0219","0.0132","0.005","0.0066","9979.2","740","331.3","99.5","40.5","17.4","8.7","6.5","3.8","1.4","2.2","0","0","0","0","0","0","141","76","11","4","0","135","67","13","4",
42936,Training 20/7/17 (Thurs),07 E.Evans,all, training, 42936.700119213,42936.830858796,"11296","6.7635","25","84.145","833.192","0","7.1823","35.925","2.744","486.9071","11.3554","3.6416","2.0506","0.987","0.0841","0","10176.8","866.8","239.1","13.2","0","127","0","0","0","0","0","21","3","1","0","2.8668","0.5708","0.1277","0.032","0.0053","4637.6","315.1","52.6","11.7","1.6","2.5575","0.4463","0.1212","0.0306","0.0052","5892.6","308.3","58.6","14.6","3.2","2.7456","1.708","1.1249","0.5464","0.2535","0.1584","0.0693","0.0488","0.0308","0.0229","0.0549","9509.5","1044.5","417.9","160","67.4","37.9","18.4","12","8.2","5.9","14.2","0","0","0","0","0","0","177","105","32","11","0","152","98","33","6",
42936,Training 20/7/17 (Thurs),01 W.Fuller,all, training, 42936.700024306,42936.999513889,"11546","4.0937","0","4.61","532.1527","6","5.1578","21.2734","0.6766","1440.831","1.6915","3.1472","0.7874","0.1545","0.0046","0","25511.6","322.3","41.1","0.9","0","93","6","0","0","0","0","0","0","0","0","1.9286","0.1974","0.0526","0.0209","0.0049","4429.9","172.4","27","8.9","1.9","1.7004","0.1288","0.0423","0.0154","0.0025","21023.7","164.8","34.9","10.7","1.7","2.6606","0.7257","0.5057","0.1221","0.0359","0.0132","0.0118","0.0039","0.0043","0.002","0.0086","25134.6","480.5","188.4","41.8","13.1","5.5","4.8","1.7","1.8","0.8","2.9","0","0","0","0","0","0","48","29","17","8","0","46","37","22","8",
42936,Training 20/7/17 (Thurs),11 J.Lam,all, training, 42936.700121528,42936.830893519,"11299","6.6176","30","348.91","863.2953","1","7.7845","35.1408","2.6985","605.9719","10.2941","3.7934","1.7474","0.7279","0.2924","0.0565","10313.1","741.1","184.7","51.8","8","332","1","0","0","0","0","25","3","1","1","2.8258","0.5224","0.1402","0.0376","0.012","4277.2","281.2","51.6","11.7","3.5","2.4883","0.4145","0.14","0.0287","0.0083","6321.8","269.9","64.6","13.8","3.4","2.896","1.5882","0.9439","0.4608","0.2777","0.1731","0.0834","0.0558","0.0366","0.028","0.0742","9646.4","982.1","354.3","139.1","70.1","41.4","19.2","14.1","8.3","6.2","17.5","0","0","0","0","0","0","144","104","29","12","0","139","92","24","14",
42936,Training 20/7/17 (Thurs),16 J.Barnett,all, training, 42936.699958333,42936.830715278,"11297","6.0367","14","16.878","766.4291","0","6.4223","32.0618","2.367","500.5943","9.5164","3.4706","1.7334","0.8159","0.0169","0","10358.6","734.2","201.8","2.7","0","263","0","0","0","0","0","11","2","1","0","2.6807","0.4134","0.0782","0.0199","0.0088","4402.3","232.3","32.8","7","2.3","2.3857","0.366","0.0728","0.0094","0.002","6320.9","250","42","6.4","1.3","2.789","1.3808","0.9538","0.4949","0.2095","0.1026","0.0463","0.0247","0.0141","0.0102","0.0108","9850.3","830.8","356.9","146.8","57.5","26.7","12","6.9","4.2","2.5","2.7","0","0","0","0","0","0","149","76","15","5","0","152","65","18","9",
42936,Training 20/7/17 (Thurs),12 D.Spencer,all, training, 42936.700234954,42936.829607639,"11178","5.6046","22","220.958","762.3721","3","7.3601","30.0839","2.3201","495.6461","8.7013","3.2636","1.579","0.541","0.1856","0.0354","10342.7","659.5","137.3","33.1","5.1","122","3","0","0","0","0","20","2","0","0","2.3701","0.4543","0.1377","0.0384","0.0076","4684.7","247.2","51.8","12.4","2.5","2.0517","0.3796","0.1337","0.0262","0.0053","5849.9","248","66.1","12","3.1","2.5455","1.2906","0.8214","0.3982","0.2046","0.1085","0.0608","0.0426","0.0433","0.0306","0.0584","9809.1","789","313.9","124.6","55.6","26.8","15.8","10.7","10.4","7.4","14.4","0","0","0","0","0","0","115","107","36","14","0","122","95","34","11",
42936,Training 20/7/17 (Thurs),02 D.Rees,all, training, 42936.70012037,42937.010417824,"11538","6.4604","40","339.841","774.347","2","7.4401","33.5952","1.1347","1232.9243","4.1683","3.5082","1.6252","0.9871","0.3003","0.0395","25816","689.2","244.4","54.2","5.8","82","2","0","0","0","0","28","9","2","1","2.6474","0.4965","0.1913","0.0689","0.0272","4572","262.7","65.9","20.5","7.2","2.3303","0.4965","0.1636","0.0312","0.0075","21486.4","297.8","77","16.6","3.5","2.8587","1.2824","0.838","0.5768","0.3654","0.2012","0.0888","0.0737","0.0524","0.0435","0.0795","25326.3","778.6","313.8","166.5","92.3","47.9","23.3","18.3","12.5","10.2","19.9","0","0","0","0","0","0","133","116","43","12","0","130","86","37","31",
42936,Training 20/7/17 (Thurs),09 A.Roscrow,all, training, 42936.700141204,42936.844854167,"12503","8.2695","40","446.304","1082.2178","7","8.5778","39.6842","3.0206","567.9857","11.8922","3.5527","1.5809","2.6897","0.4079","0.0384","11160.2","679.6","595.5","63.1","4.8","235","6","1","0","0","0","13","7","6","14","3.5428","0.533","0.131","0.0429","0.0224","4382.1","250.7","46.2","13","6.2","3.3739","0.4944","0.1015","0.0228","0.0048","7472.6","268.7","50.2","10.7","2.8","2.7581","1.4502","0.8836","1.098","1.0429","0.5195","0.2239","0.1113","0.0668","0.037","0.0782","10568.6","898.8","327.7","284.2","220.8","99.3","44.6","22","13.7","7.3","16.2","0","0","0","0","0","0","207","77","28","8","0","186","80","29","19",
