Date,Session Title,Player Name,Split Name,Tags,Split Start Time,Split End Time,Duration,Distance (km),Power Plays,Sprint Distance (m),Energy (kcal),Impacts,Top Speed (m/s),Distance Per Min (m/min),Power Score (w/kg),Player Load,Work Ratio,Distance in Speed Zone 1  (km),Distance in Speed Zone 2  (km),Distance in Speed Zone 3  (km),Distance in Speed Zone 4  (km),Distance in Speed Zone 5  (km),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s  (km),Distance in Deceleration Zones: 1 - 2 m/s/s  (km),Distance in Deceleration Zones: 2 - 3 m/s/s  (km),Distance in Deceleration Zones: 3 - 4 m/s/s  (km),Distance in Deceleration Zones: > 4 m/s/s  (km),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s  (km),Distance in Acceleration Zones: 1 - 2 m/s/s  (km),Distance in Acceleration Zones: 2 - 3 m/s/s  (km),Distance in Acceleration Zones: 3 - 4 m/s/s  (km),Distance in Acceleration Zones: > 4 m/s/s  (km),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg  (km),Distance in Power Zone: 5 - 10 w/kg  (km),Distance in Power Zone: 10 - 15 w/kg  (km),Distance in Power Zone: 15 - 20 w/kg  (km),Distance in Power Zone: 20 - 25 w/kg  (km),Distance in Power Zone: 25 - 30 w/kg  (km),Distance in Power Zone: 30 - 35 w/kg  (km),Distance in Power Zone: 35 - 40 w/kg  (km),Distance in Power Zone: 40 - 45 w/kg  (km),Distance in Power Zone: 45 - 50 w/kg  (km),Distance in Power Zone: > 50 w/kg  (km),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
43155,Bala (A) 24/2/18,15 R.Thomas,all, game, 43155.675375,43155.814657407,"11156","3.2276","2","19.097","347.8969","0","10.3023","17.3587","1.1574","314.5389","3.9729","2.1993","0.8407","0.1685","0.0032","0.0159","11628.9","357.1","45.8","0.6","1.6","87","0","0","0","0","0","2","0","0","0","1.494","0.1801","0.0443","0.004","0.0082","3368.5","114.9","22.1","1.6","1.2","1.3144","0.1343","0.033","0.0067","0.0087","8381.1","114.6","24.1","4.5","1.4","1.7573","0.7656","0.4741","0.139","0.0388","0.0188","0.0106","0.0039","0.0059","0.0038","0.0097","11299","479.3","180.6","46.6","13","7","3.8","1.4","1.3","0.6","1.4","0","0","0","0","0","0","84","35","14","2","0","61","50","5","1",
43155,Bala (A) 24/2/18,03 K.McCarthy,all, game, 43155.707248843,43155.968053241,"22533","10.892","53","553.564","1330.9842","8","7.7112","29.0027","2.3649","992.1533","12.3265","4.0115","4.1444","2.1825","0.4305","0.1231","20122.8","1760.9","555.2","76.9","17.7","608","8","0","0","0","0","36","15","2","0","4.1824","1.0846","0.3137","0.1131","0.0442","3252.9","503.4","122.5","38.1","13.5","3.8028","0.9753","0.2958","0.0691","0.0112","17895.3","519","146.8","36.2","5.8","2.4136","3.1067","2.3405","1.4403","0.668","0.3569","0.1895","0.1048","0.0819","0.0596","0.1303","18942.8","1883.9","870.3","424.3","178.2","90.6","47.4","28.7","20.6","14.1","32.6","0","0","0","0","0","0","355","224","87","23","0","316","191","86","44",
43155,Bala (A) 24/2/18,02 D.Rees,all, game, 43155.726412037,43155.864112269,"11897","11.8396","95","1455.051","1461.7005","12","8.7823","59.7107","4.8392","568.6298","23.9308","4.045","3.5312","2.8084","1.087","0.3681","9503.1","1446.6","702.4","193.7","51.4","249","12","0","0","0","0","41","35","16","3","4.6665","0.9759","0.3343","0.1225","0.0537","2885.6","374.4","114.6","39.2","15.2","4.2892","1.0349","0.2874","0.0583","0.0169","7865.9","435.4","128","30.9","8","2.182","2.96","2.2235","1.7147","1.0707","0.6715","0.3623","0.2366","0.1667","0.1037","0.1478","8160.8","1846","789.6","478.3","259.5","145.6","76.3","49.3","35.1","22.3","34.4","0","0","0","0","0","0","215","199","80","35","0","216","136","86","47",
43155,Bala (A) 24/2/18,18 W.Evans,all, game, 43155.70384838,43155.805443287,"8778","12.2048","67","887.429","1790.8562","7","7.3912","83.4231","6.6373","671.1723","35.2382","4.5029","4.2397","2.5749","0.707","0.1804","6184.3","1790","650.4","126.7","26.3","439","8","0","0","0","0","39","17","6","5","4.8708","1.0146","0.3006","0.0906","0.0483","3399.5","455.2","107.7","30.2","14.2","4.6076","0.9524","0.2406","0.0637","0.0157","4133.3","481.7","114.9","32.6","8.4","2.463","3.6057","2.5201","1.6406","0.876","0.4394","0.2517","0.1338","0.0821","0.0637","0.1286","4706.5","2216.4","919.5","463.3","215.9","101.6","55.9","30.8","19.5","15.3","33","0","0","0","0","0","0","337","203","60","36","0","332","173","57","47",
43155,Bala (A) 24/2/18,28 R.Morgan,all, game, 43155.681716435,43155.896050926,"10541","3.0161","3","0","336.7987","0","5.56","17.1677","0.7093","293.2755","2.7281","1.9109","0.8524","0.2528","0","0","18080","372.7","65.8","0","0","63","0","0","0","0","0","1","2","0","0","1.3625","0.1863","0.0398","0.0076","0","2398.2","119.1","21.4","3.5","0","1.2444","0.1373","0.0331","0.005","0.0001","15829.4","117","25.8","4","0.1","1.5314","0.7358","0.4752","0.176","0.0585","0.0183","0.013","0.0062","0.0012","0","0.0005","17793.5","450.6","186.7","57","18","5.9","3.9","2.2","0.5","0","0.2","0","0","0","0","0","0","69","43","10","1","0","67","45","14","0",
43155,Bala (A) 24/2/18,11 J.Lam,all, game, 43155.710719907,43155.817175926,"9198","11.9358","63","873.091","1591.9521","10","8.1912","77.8592","6.1115","728.9225","33.4823","4.2727","4.4552","2.3349","0.6406","0.2325","6589.9","1869","592.5","113.5","32.8","287","10","0","0","0","0","36","15","10","2","4.7764","1.0203","0.2542","0.0799","0.0295","3038.3","423.8","87","27.2","8.4","4.5926","0.8917","0.2443","0.0394","0.0075","5069.1","417.3","104.6","18.5","3.5","2.2901","3.6624","2.5957","1.5099","0.7589","0.4407","0.2555","0.1364","0.0933","0.0703","0.1225","5169.7","2225.5","930.2","433.4","189.9","100.1","54.5","30","21.1","15.3","28","0","0","0","0","0","0","340","177","50","18","0","321","142","63","26",
43155,Bala (A) 24/2/18,10 C.Corsby,all, game, 43155.707596065,43155.814771991,"9260","11.5726","57","595.014","1554.0225","4","7.8823","74.9843","5.861","825.0606","32.3056","4.134","4.4069","2.4367","0.5142","0.0809","6683.6","1851.6","620.1","93.2","11.5","976","5","0","0","0","0","35","14","7","1","4.5246","0.9985","0.2684","0.0767","0.028","3144.8","437","102.1","25.9","8.3","4.4771","0.977","0.1878","0.0309","0.0035","4956.3","475.9","91.5","16.2","2","2.354","3.41","2.5701","1.6201","0.7834","0.3717","0.1943","0.1076","0.0679","0.0338","0.0599","5392.9","2066.6","932.4","464.8","203.9","89.2","46.5","26.1","15.4","7.9","14.3","0","0","0","0","0","0","403","168","47","12","0","333","184","71","21",
43155,Bala (A) 24/2/18,17 G.Howell,all, game, 43155.709055556,43155.813890046,"6953","9.0507","57","671.473","1082.692","9","7.9378","78.1022","4.7776","530.281","25.1129","3.7309","3.2047","1.4437","0.4406","0.2309","7204.2","1381.2","361","78.9","32.2","618","9","0","0","0","0","37","16","3","1","3.5875","0.7568","0.2498","0.0871","0.0285","2710.6","324.6","86.3","24","8.1","3.3256","0.7418","0.223","0.0454","0.0051","5428.1","355.6","95.6","21.6","3","2.0212","3.0821","1.602","0.8914","0.5217","0.3037","0.2242","0.1193","0.089","0.0622","0.1338","5967.4","1887.4","600.9","261.1","132.3","70.6","47.6","27.4","19.9","13.7","29.2","0","0","0","0","0","0","281","137","48","20","0","256","139","42","27",
43155,Bala (A) 24/2/18,20 H.Hope,all, , 43155.71021412,43155.815255787,"9076","5.0898","20","119.74","589.6125","2","7.5601","33.6477","2.5889","353.4684","11.2379","2.6472","1.4537","0.8692","0.1152","0.0046","8228.4","619.2","209.7","17.6","0.6","233","2","0","0","0","0","10","6","3","1","2.188","0.367","0.1229","0.0327","0.0126","3136.2","180.9","46.2","10.3","3.7","1.8837","0.3471","0.1079","0.026","0.0018","5424.4","207.1","53.2","12.4","1.1","1.8377","1.3897","0.7895","0.4748","0.2332","0.1183","0.0783","0.0525","0.0337","0.029","0.0531","7639","858.9","294","139.7","59","27.4","17.9","12.4","7.7","6.6","12.9","0","0","0","0","0","0","119","79","29","8","0","110","69","22","13",
43155,Bala (A) 24/2/18,16 J.Barnett,all, , 43155.707177083,43155.813065972,"9149","8.2867","22","267.064","1088.4455","15","7.1445","54.3452","4.1599","785.7476","22.2029","3.4316","3.3078","1.2803","0.2242","0.0429","7380.4","1390.6","331.1","40.4","6.3","312","14","1","0","0","0","16","4","1","1","3.4761","0.6656","0.1372","0.0354","0.0135","3279.6","314.1","55.7","13","4.5","3.21","0.6141","0.1134","0.0201","0.0013","5077.5","331.1","61.7","10.8","0.8","2.232","2.4457","1.9106","0.9151","0.3719","0.1856","0.1091","0.052","0.0305","0.0128","0.0215","6496.1","1463.9","709","276.4","101.2","46.7","26","12.9","8","2.9","5.7","0","0","0","0","0","0","279","140","34","2","0","259","125","34","16",
